Marke,Modell,Farbe,Erstzulassung,Jahr,Preis (Euro),Leistung (kW),Leistung (PS),Getriebe,Kraftstoff,Verbrauch (l/100 km),Verbrauch (g/km),Kilometerstand (km),Bemerkungen
dacia,Dacia Lodgy,rot,12/2020,2020,14490,85,116,Schaltgetriebe,Diesel,"4,4 l/100 km",115 g/km,20400.0,1.5 Blue dCi 115 Stepway Navi|SHZ|Temp|RFK
dacia,Dacia Dokker,rot,01/2020,2020,19790,70,95,Schaltgetriebe,Diesel,"4,4 l/100 km",116 g/km,65000.0,dCi 95 Comfort
dacia,Dacia Duster,rot,04/2020,2020,17450,96,131,Schaltgetriebe,Benzin,,172 g/km,43000.0,TCe 130 4WD GPF Prestige
dacia,Dacia Lodgy,rot,04/2020,2020,16999,85,116,Schaltgetriebe,Diesel,,141 g/km,41600.0,"Blue dCi 115 Stepway Plus,NAVI,TEMPO,KLIMA,SH,RFK,"
dacia,Dacia Dokker,rot,05/2020,2020,13465,75,102,Schaltgetriebe,Benzin,"6,2 l/100 km",142 g/km,67575.0,"Comfort * Tempomat,Navi,PDC,1.Hand"
dacia,Dacia Logan,rot,06/2020,2020,11490,66,90,Schaltgetriebe,Benzin,"6,1 l/100 km",139 g/km,64355.0,TCe 90 MSV Steyway NAV KAMERA TEMPOMAT APPLE/ANDRO
dacia,Dacia Dokker,rot,04/2020,2020,16688,75,102,Schaltgetriebe,Benzin,"6,2 l/100 km",134 g/km,34810.0,TCe 100 Comfort Nav PDC SHZ Temp Klima
dacia,Dacia Dokker,rot,04/2020,2020,16488,75,102,Schaltgetriebe,Benzin,"6,2 l/100 km",134 g/km,34810.0,TCe 100 Comfort Nav PDC SHZ Temp Klima
dacia,Dacia Duster,rot,02/2020,2020,20990,110,150,Schaltgetriebe,Benzin,6 l/100 km,136 g/km,17400.0,II Adventure+1.Hand+17.400KM+360°Kamera
dacia,Dacia Duster,rot,04/2020,2020,16950,96,131,Schaltgetriebe,Benzin,"6,1 l/100 km",140 g/km,27475.0,II Prestige TCe 130 2WD GPF
dacia,Dacia Duster,rot,03/2020,2020,13900,74,101,Schaltgetriebe,Benzin,"5,3 l/100 km",122 g/km,16000.0,II Comfort Kamera Navi PDC LED 16000km
dacia,Dacia Dokker,rot,10/2020,2020,15900,70,95,Schaltgetriebe,Diesel,"4,3 l/100 km",136 g/km,35000.0,Blue Stepway Plus NAVI* KAMERA* 5 SITZE
dacia,Dacia Dokker,rot,07/2020,2020,15990,70,95,Schaltgetriebe,Diesel,"4,3 l/100 km",113 g/km,59800.0,Blue dCi 95 StepwayPlus | Navi | Scheckh.
dacia,Dacia Sandero,rot,10/2020,2020,12990,74,101,Schaltgetriebe,Benzin,"5,1 l/100 km",115 g/km,11000.0,Comfort II
dacia,Dacia Dokker,rot,04/2020,2020,16688,75,102,Schaltgetriebe,Benzin,"6,2 l/100 km",134 g/km,34810.0,TCe 100 Comfort Nav PDC SHZ Temp Klima
dacia,Dacia Dokker,rot,04/2020,2020,16688,75,102,Schaltgetriebe,Benzin,"6,2 l/100 km",134 g/km,34810.0,TCe 100 Comfort Nav PDC SHZ Temp Klima
dacia,Dacia Lodgy,rot,01/2020,2020,14500,85,116,Schaltgetriebe,Benzin,"4,1 l/100 km",109 g/km,30000.0,Blue dCi 115 Comfort
dacia,Dacia Duster,rot,06/2020,2020,19600,110,150,Schaltgetriebe,Benzin,"5,9 l/100 km",135 g/km,27000.0,TCe 150 2WD GPF Sondermodell Adventure
dacia,Dacia Duster,rot,08/2020,2020,17800,96,131,Schaltgetriebe,Benzin,"5,9 l/100 km",134 g/km,26500.0,II Prestige TCE 130 2WD
dacia,Dacia Dokker,rot,07/2020,2020,18990,96,131,Schaltgetriebe,Benzin,"6,2 l/100 km",0 g/km,57158.0,1.3 TCe 130 Stepway Navi Sitzheizung DAB
dacia,Dacia Lodgy,rot,06/2020,2020,16790,75,102,Schaltgetriebe,Benzin,6 l/100 km,138 g/km,24300.0,ComfortTCe100
dacia,Dacia Dokker,rot,04/2020,2020,16488,75,102,Schaltgetriebe,Benzin,"6,2 l/100 km",134 g/km,34810.0,TCe 100 Comfort Nav PDC SHZ Temp Klima
dacia,Dacia Dokker,rot,04/2020,2020,16488,75,102,Schaltgetriebe,Benzin,"6,2 l/100 km",134 g/km,34810.0,TCe 100 Comfort Nav PDC SHZ Temp Klima
dacia,Dacia Dokker,rot,02/2020,2020,18950,96,131,Schaltgetriebe,Benzin,"6,1 l/100 km",138 g/km,48228.0,"Stepway Plus TCe130*SHZ,Kamera,Alwetter"
dacia,Dacia Duster,rot,02/2020,2020,19900,96,131,Schaltgetriebe,Benzin,"6,1 l/100 km",- (g/km),25204.0,"1. Hand, Scheckheft!!!  TCe 130 4WD GPF Prestige"
dacia,Dacia Dokker,rot,04/2020,2020,16488,75,102,Schaltgetriebe,Benzin,"6,2 l/100 km",134 g/km,34810.0,TCe 100 Comfort Nav PDC SHZ Temp Klima
dacia,Dacia Duster,schwarz,07/2020,2020,18490,85,116,Schaltgetriebe,Diesel,"4,2 l/100 km",110 g/km,40450.0,Celebration dCi110 Multiview SHZ Navi GJR
dacia,Dacia Duster,schwarz,01/2020,2020,19990,96,131,Schaltgetriebe,Benzin,"5,9 l/100 km",0 g/km,37608.0,DusterII 1.3TCe 130 Prestige Navi DAB Vollleder Te
dacia,Dacia Duster,schwarz,09/2020,2020,19990,110,150,Schaltgetriebe,Benzin,"5,7 l/100 km",129 g/km,27700.0,"Prestige TCe 150 GPF WiRä, Sitzheizung"
dacia,Dacia Logan,schwarz,08/2020,2020,14350,66,90,Schaltgetriebe,Benzin,"5,5 l/100 km",126 g/km,28000.0,Stepway II MCV
dacia,Dacia Sandero,schwarz,05/2020,2020,14550,66,90,Schaltgetriebe,Benzin,"5,5 l/100 km",125 g/km,19100.0,Stepway TCe 90 Celebration
dacia,Dacia Duster,schwarz,06/2020,2020,19500,110,150,Schaltgetriebe,Benzin,,- (g/km),56372.0,TCe 150 2WD GPF Adventure Navi PDC SHZ
dacia,Dacia Logan,schwarz,05/2020,2020,11990,54,73,Schaltgetriebe,Benzin,"5,4 l/100 km",122 g/km,38000.0,1.0 MCV II Kombi Comfort LEDER+NAVI+KLIMA
dacia,Dacia Duster,schwarz,03/2020,2020,19990,96,131,Schaltgetriebe,Benzin,"5,9 l/100 km",0 g/km,64854.0,II 1.3 TCe Prestige AHK Navi Kamera Sitzhei
dacia,Dacia Sandero,schwarz,06/2020,2020,13990,70,95,Schaltgetriebe,Diesel,"3,8 l/100 km",99 g/km,98530.0,Stepway Blue dCi 95 Prestige
dacia,Dacia Duster,schwarz,08/2020,2020,19500,96,131,Schaltgetriebe,Benzin,,172 g/km,44431.0,TCe 130 4WD GPF Celebration
dacia,Dacia Duster,schwarz,11/2020,2020,19500,96,131,Schaltgetriebe,Benzin,,- (g/km),18799.0,Adventure TCe 130 2WD GPF
dacia,Dacia Dokker,schwarz,11/2020,2020,11990,70,95,Schaltgetriebe,Diesel,"4,2 l/100 km",111 g/km,102500.0,Comfort Express Klimaanlage Trennwand Start/Stop
dacia,Dacia Lodgy,schwarz,07/2020,2020,15750,96,131,Schaltgetriebe,Benzin,,- (g/km),17100.0,Stepway Plus TCe 130 GPF 5-Sit
dacia,Dacia Duster,schwarz,04/2020,2020,12990,74,101,Schaltgetriebe,Benzin,"5,6 l/100 km",127 g/km,44500.0,TCe100 Navi Klima Cam/Sens Alu16 Look/Com.Pak
dacia,Dacia Duster,schwarz,01/2020,2020,16980,96,131,Schaltgetriebe,Benzin,"6,1 l/100 km",140 g/km,16100.0,"TCe 130 Comfort *Navi,Leder,SHZ,PDC*"
dacia,Dacia Sandero,schwarz,07/2020,2020,12999,66,90,Schaltgetriebe,Benzin,"5,3 l/100 km",120 g/km,11800.0,Stepway Anniversary II*11Tkm*TÜV NEU*KlimaAUT
dacia,Dacia Sandero,schwarz,09/2020,2020,11500,66,90,Schaltgetriebe,Benzin,"5,5 l/100 km",125 g/km,15000.0,II Stepway Essential/Tüv-Neu/Nur15000TKM
dacia,Dacia Lodgy,schwarz,01/2020,2020,13000,85,116,Schaltgetriebe,Diesel,"4,1 l/100 km",109 g/km,38400.0,Blue dCi 115 Comfort
dacia,Dacia Duster,schwarz,10/2020,2020,15480,74,101,Schaltgetriebe,Benzin,- (l/100 km),149 g/km,12640.0,1.0 TCe Comfort Navi AHK Kamera
dacia,Dacia Duster,schwarz,09/2020,2020,16000,110,150,Schaltgetriebe,Benzin,"5,6 l/100 km",- (g/km),49500.0,Duster TCe 150 2WD GPF Prestige
dacia,Dacia Dokker,schwarz,06/2020,2020,19900,96,131,Schaltgetriebe,Benzin,"6,2 l/100 km",142 g/km,26000.0,Comfort*Tempomat*Navi*PDC*MFL*SHZ*Frische
dacia,Dacia Logan,schwarz,01/2020,2020,12300,66,90,Schaltgetriebe,Benzin,"5,5 l/100 km",115 g/km,14000.0,MCV TCe 90 (S
dacia,Dacia Duster,schwarz,07/2020,2020,13990,74,101,Schaltgetriebe,Benzin,"5,3 l/100 km",122 g/km,9200.0,1.0 TCe 2WD Klima DAB+ Bluetooth Comfort
dacia,Dacia Lodgy,schwarz,10/2020,2020,14990,96,131,Schaltgetriebe,Benzin,"6,2 l/100 km",141 g/km,60529.0,"TCe 130 GPF Comfort SHZG,NAVI,AHK,PDC,EU6"
dacia,Dacia Sandero,schwarz,08/2020,2020,12490,74,101,Schaltgetriebe,Benzin,"5,1 l/100 km",115 g/km,40150.0,Stepway Prestige Kamera*Navi*Klima*1Hand
dacia,Dacia Duster,schwarz,12/2020,2020,14990,74,101,Schaltgetriebe,Benzin,"5,7 l/100 km",- (g/km),49000.0,Duster TCe 100 ECO-G LPG TOP ZUSTAND
dacia,Dacia Sandero,schwarz,11/2020,2020,14350,74,101,Schaltgetriebe,Autogas (LPG),"5,3 l/100 km",121 g/km,25000.0,Stepway Celebr.15 *LPG*KLIMAAUT NAVI CAM
dacia,Dacia Sandero,schwarz,01/2020,2020,12800,66,90,Automatik,Benzin,"5,7 l/100 km",- (g/km),37000.0,Sandero Stepway TCe 90 Easy-R Prestige
dacia,Dacia Sandero,schwarz,01/2020,2020,12900,66,90,Schaltgetriebe,Benzin,"5,5 l/100 km",125 g/km,39992.0,II Stepway Prestige°KAMERA°KLIMA-AUTO°
dacia,Dacia Sandero,schwarz,07/2020,2020,14600,66,90,Schaltgetriebe,Benzin,"6,3 l/100 km",141 g/km,21600.0,TCe 90 Stepway Celebration Navi PDC LED
dacia,Dacia Sandero,schwarz,10/2020,2020,14990,66,90,Schaltgetriebe,Benzin,"5,5 l/100 km",0 g/km,33056.0,II 0.9 TCe 90 Comfort Klima Navi PDC
dacia,Dacia Logan,schwarz,07/2020,2020,13975,66,90,Schaltgetriebe,Benzin,"5,3 l/100 km",120 g/km,22300.0,MCV TCe90 Stepway*Navi*Klima*Kamera*
dacia,Dacia Logan,silber,08/2020,2020,13900,66,90,Automatik,Benzin,,0 g/km,11480.0,STEPWAY/AUTOMATIK/KAMERA/1.HAND/SCHECKHEFT
dacia,Dacia Duster,silber,07/2020,2020,16490,74,101,Schaltgetriebe,Benzin,"6,5 l/100 km",149 g/km,16000.0,II PRESTIGE  NAVI/PDC/Kamera/Klimaaut.
dacia,Dacia Sandero,silber,06/2020,2020,12500,66,90,Schaltgetriebe,Benzin,"5,5 l/100 km",125 g/km,21832.0,Comfort TCe 90
dacia,Dacia Logan,silber,03/2020,2020,14880,66,90,Schaltgetriebe,Benzin,"5,5 l/100 km",125 g/km,58293.0,MCV Stepway TCe 90 Media-Nav/Kamera/AHK
dacia,Dacia Sandero,silber,02/2020,2020,14444,66,90,Schaltgetriebe,Benzin,"5,5 l/100 km",125 g/km,26203.0,"II Stepway Prestige,Top-Ausstattung,AHK,Top-Zustan"
dacia,Dacia Logan,silber,03/2020,2020,9600,70,95,Schaltgetriebe,Diesel,"3,6 l/100 km",92 g/km,217400.0,MCV II Kombi Comfort Navi Standh. PDC 8-fach berei
dacia,Dacia Lodgy,silber,01/2020,2020,15740,80,109,Schaltgetriebe,Benzin,"6,7 l/100 km",- (g/km),60451.0,SCe 110 LPG Comfort
dacia,Dacia Sandero,weiß,12/2020,2020,14990,74,101,Schaltgetriebe,Autogas (LPG),"5,3 l/100 km",121 g/km,13250.0,"Stepway Essential 0.9 TCe 90 ""LPG"""
dacia,Dacia Logan,weiß,03/2020,2020,15390,66,90,Schaltgetriebe,Benzin,"5,5 l/100 km",126 g/km,14742.0,MCV Comfort TCe 90 KLIMAAUTOMATIK
dacia,Dacia Duster,weiß,07/2020,2020,17489,74,101,Schaltgetriebe,Autogas (LPG),"5,5 l/100 km",126 g/km,22770.0,II TCe 100 LPG Prestige
dacia,Dacia Dokker,weiß,08/2020,2020,17990,70,95,Schaltgetriebe,Diesel,"4,4 l/100 km",116 g/km,48034.0,Stepway Plus /NAVI/KLIMA/AHK/EURO 6/KAM/
dacia,Dacia Duster,weiß,02/2020,2020,20790,96,131,Schaltgetriebe,Benzin,"6,4 l/100 km",145 g/km,25400.0,II Prestige TCe 130 4WD
dacia,Dacia Duster,weiß,10/2020,2020,12999,74,101,Schaltgetriebe,Autogas (LPG),"5,5 l/100 km",126 g/km,71000.0,II Deal Benzin/LPG/Klima
dacia,Dacia Lodgy,weiß,02/2020,2020,18990,85,116,Schaltgetriebe,Diesel,"4,3 l/100 km",141 g/km,23234.0,Stepway 1.5 dCi 7 Sitzer Navi Kamera Sitzhei
dacia,Dacia Dokker,weiß,10/2020,2020,16320,75,102,Schaltgetriebe,Benzin,"6,2 l/100 km",159 g/km,11175.0,1.3 TCe Comfort *TEMPO*LIM*GARANTIE*
dacia,Dacia Dokker,weiß,06/2020,2020,14875,70,95,Schaltgetriebe,Diesel,"4,2 l/100 km",110 g/km,28495.0,1.5 BLUE dCi Klima*Radio
dacia,Dacia Duster,weiß,10/2020,2020,12999,74,101,Schaltgetriebe,Benzin,"5,5 l/100 km",126 g/km,71000.0,II Deal Benzin/LPG/Klima
dacia,Dacia Sandero,weiß,03/2020,2020,11990,54,73,Schaltgetriebe,Benzin,"5,2 l/100 km",112 g/km,29000.0,Comfort II 1Hand Navi/PDC/Bluetooth
dacia,Dacia Duster,weiß,01/2020,2020,17500,85,116,Schaltgetriebe,Diesel,"4,5 l/100 km",119 g/km,102523.0,Blue dCi 115 4WD Prestige
dacia,Dacia Logan,weiß,06/2020,2020,14990,66,90,Schaltgetriebe,Benzin,"4,6 l/100 km",- (g/km),49000.0,"MCV II Stepway 0.9l. / Navi, Klima,Tel., PDC"
dacia,Dacia Dokker,weiß,02/2020,2020,13490,55,75,Schaltgetriebe,Diesel,"4,2 l/100 km",110 g/km,57099.0,1.5 BLUE dCi Klima*Radio*Ersatzrad
dacia,Dacia Dokker,weiß,02/2020,2020,14390,70,95,Schaltgetriebe,Diesel,"4,4 l/100 km",116 g/km,116787.0,"Comfort NAVI,KLIMA,EU6"
dacia,Dacia Logan,weiß,02/2020,2020,12690,66,90,Schaltgetriebe,Benzin,"5,5 l/100 km",126 g/km,83179.0,MCV II TCe 90 Stepway Navi + Kamera + Einparkhilfe
dacia,Dacia Duster,weiß,08/2020,2020,15990,74,101,Schaltgetriebe,Autogas (LPG),"5,5 l/100 km",126 g/km,33616.0,Deal TCe 100 ECO-G LPG  KLIMA+RADIO+AHK
dacia,Dacia,weiß,02/2020,2020,13490,55,75,Schaltgetriebe,Diesel,,-/-,57099.0,Dokker 1.5 BLUE dCi Klima*Radio*Ersatzrad
dacia,Dacia Duster,weiß,09/2020,2020,14690,74,101,Schaltgetriebe,Autogas (LPG),"5,5 l/100 km",126 g/km,22295.0,"II TCE100 Deal LPG,EU6,KLIMA"
dacia,Dacia Logan,weiß,02/2020,2020,15900,66,90,Schaltgetriebe,Benzin,"5,5 l/100 km",126 g/km,14950.0,MCV Stepway TCe 90
dacia,Dacia Sandero,weiß,08/2020,2020,12000,74,101,Schaltgetriebe,Autogas (LPG),"4,6 l/100 km",- (g/km),77000.0,Stepway TCe 100 Celebration Lpg
dacia,Dacia Lodgy,weiß,01/2020,2020,13990,75,102,Schaltgetriebe,Benzin,6 l/100 km,138 g/km,54740.0,1.3 TCe 100 EU6d-T Comfort GPF
dacia,Dacia Duster,weiß,11/2020,2020,19780,96,131,Schaltgetriebe,Benzin,"5,9 l/100 km",134 g/km,21400.0,Celebration TCe 130 *Multiview*SHZ*Navi*
dacia,Dacia Lodgy,weiß,10/2020,2020,15999,85,116,Schaltgetriebe,Diesel,"4,4 l/100 km",115 g/km,62500.0,Stepway Plus NAVI EINPARKHILFE TEMPOMAT
dacia,Dacia Dokker,weiß,05/2020,2020,17300,96,131,Schaltgetriebe,Benzin,"6,2 l/100 km",142 g/km,49463.0,Comfort Sitzheizung Parksensor Heckflügeltür
dacia,Dacia Dokker,weiß,11/2020,2020,18990,96,131,Schaltgetriebe,Benzin,"6,2 l/100 km",155 g/km,30282.0,1.3 TCe Stepway Plus *NAVI*CAM*SHZ*
dacia,Dacia Sandero,weiß,06/2020,2020,9930,54,73,Schaltgetriebe,Benzin,"5,2 l/100 km",130 g/km,49623.0,1.0 SCe Essential*KLIMA*GARANTIE*
dacia,Dacia Logan,weiß,12/2020,2020,11990,70,95,Schaltgetriebe,Diesel,"4,3 l/100 km",113 g/km,65223.0,*IM KUNDENAUFTRAG*
dacia,Dacia Sandero,weiß,10/2020,2020,13980,74,101,Schaltgetriebe,Autogas (CNG),"5,3 kg/100 km",- (g/km),23000.0,Stepway 1.0 TCE LPG AHK 8-Fach
dacia,Dacia Logan,weiß,09/2020,2020,13780,54,73,Schaltgetriebe,Benzin,"5,2 l/100 km",119 g/km,21000.0,"MCV II 1,0 Comfort Klima PDC"
dacia,Dacia Duster,weiß,01/2020,2020,19690,110,150,Schaltgetriebe,Benzin,"6,1 l/100 km",139 g/km,11790.0,"II Prestige TCe 150 GPF 2WD AHZV,Wi-Rä"
dacia,Dacia Sandero,weiß,12/2020,2020,13370,74,101,Schaltgetriebe,Autogas (LPG),"5,3 l/100 km",121 g/km,7850.0,Stepway Essential II Benzin / Autogas
dacia,Dacia Lodgy,weiß,08/2020,2020,14800,75,102,Schaltgetriebe,Benzin,6 l/100 km,138 g/km,49700.0,Start | 1.Hand | 7-Sitzer | Klima | TOP ANGEBOT
dacia,Dacia Duster,weiß,08/2020,2020,18390,96,131,Schaltgetriebe,Benzin,,153 g/km,36100.0,TCe 130 2WD GPF Prestige
dacia,Dacia Sandero,weiß,12/2020,2020,13590,74,101,Schaltgetriebe,Autogas (LPG),"5,3 l/100 km",121 g/km,3700.0,Deal II*LPG*3700KM*1Hand*Top Zustand
dacia,Dacia Duster,weiß,03/2020,2020,16600,74,101,Schaltgetriebe,Benzin,"5,3 l/100 km",121 g/km,37874.0,TCe 100 2WD Comfort / AHK / Allwetterreifen
dacia,Dacia Sandero,weiß,03/2020,2020,14222,66,90,Schaltgetriebe,Benzin,"5,7 l/100 km",166 g/km,30154.0,"Stepway,Sondermodell Techroad,Wie Neu"
dacia,Dacia Duster,weiß,11/2020,2020,18790,110,150,Schaltgetriebe,Benzin,,- (g/km),27131.0,TCe 130 2WD GPF Comfort
dacia,Dacia Sandero,weiß,05/2020,2020,12995,66,90,Schaltgetriebe,Benzin,"5,7 l/100 km",128 g/km,28151.0,Stepway*Prestige*Navi*AHK
dacia,Dacia Sandero,weiß,05/2020,2020,13195,66,90,Schaltgetriebe,Benzin,"5,7 l/100 km",128 g/km,28151.0,Stepway*Prestige*Navi*AHK
dacia,Dacia Duster,weiß,03/2020,2020,24044,110,150,Schaltgetriebe,Benzin,"7,6 l/100 km",171 g/km,61963.0,"II 1,3 TCe 4WD Adventure ALU DAB KA NAVI PDC RF..."
dacia,Dacia Duster,weiß,12/2020,2020,15999,74,101,Schaltgetriebe,Benzin,"5,5 l/100 km",126 g/km,40000.0,II Comfort*41000KM*LPG & Benzin*PDC*SHZ
dacia,Dacia Dokker,weiß,07/2020,2020,18490,96,131,Schaltgetriebe,Benzin,"6,1 l/100 km",138 g/km,38900.0,"Stepway TCe 130 GPF, AHZV abnehmb."
dacia,Dacia Lodgy,weiß,10/2020,2020,15490,96,131,Schaltgetriebe,Benzin,,160 g/km,23400.0,TCe 130 GPF Stepway Plus
dacia,Dacia Duster,weiß,08/2020,2020,14990,74,101,Schaltgetriebe,Autogas (LPG),"5,5 l/100 km",0 g/km,40746.0,II 1.0 TCe 100 LPG Klima Tempomat
dacia,Dacia Dokker,weiß,03/2020,2020,16990,96,131,Schaltgetriebe,Benzin,"6,2 l/100 km",142 g/km,42800.0,"Stepway Plus Kamera, Navi Sitzheizung"
dacia,Dacia Sandero,weiß,05/2020,2020,11990,74,101,Schaltgetriebe,Autogas (LPG),"5,3 l/100 km",121 g/km,21002.0,Stepway 1.0 TCE / LPG eco-G
dacia,Dacia Sandero,weiß,06/2020,2020,8500,54,73,Schaltgetriebe,Benzin,"5,2 l/100 km",112 g/km,67600.0,II Essential
dacia,Dacia Lodgy,weiß,08/2020,2020,14950,96,131,Schaltgetriebe,Benzin,"6,2 l/100 km",141 g/km,81332.0,STEPWAY PLUS-NAVI-KAMERA-KLI.-AHK-1.HAND-7-SITZER
dacia,Dacia Dokker,weiß,10/2020,2020,16980,96,131,Schaltgetriebe,Benzin,"6,2 l/100 km",141 g/km,20000.0,Express 1.3 TCe Comfort +BT+NAVI+KLIMA+SHZ+
dacia,Dacia Lodgy,weiß,12/2020,2020,15990,75,102,Schaltgetriebe,Benzin,6 l/100 km,138 g/km,28600.0,7-Sitzer Navi/AHK 1.Hand Orig. 28tkm.
dacia,Dacia Sandero,weiß,12/2020,2020,12750,74,101,Schaltgetriebe,Autogas (LPG),"5,1 l/100 km",116 g/km,13182.0,"Stepway II 1,0 TCe LPG DAB KLIMA BLUETOOTH NEBEL"
dacia,Dacia Dokker,weiß,11/2020,2020,19900,96,131,Schaltgetriebe,Benzin,"5,9 l/100 km",136 g/km,19600.0,TCe 130 Stepway Plus ´´Bulli´´-Design
dacia,Dacia Dokker,weiß,03/2020,2020,15945,75,102,Schaltgetriebe,Benzin,"6,2 l/100 km",- (g/km),24741.0,Express 1.3 TCe Comfort +AHK+KLIMA+BT+PDC+
dacia,Dacia Dokker,weiß,02/2020,2020,16890,75,102,Schaltgetriebe,Benzin,"6,8 l/100 km",156 g/km,2729.0,"Express*102PS,NAVI,KLIMA"
dacia,Dacia Sandero,weiß,05/2020,2020,14899,66,90,Schaltgetriebe,Benzin,"5,7 l/100 km",128 g/km,6577.0,II Stepway Prestige TCe 90
dacia,Dacia Sandero,weiß,12/2020,2020,13590,74,101,Schaltgetriebe,Benzin,"5,3 l/100 km",121 g/km,3700.0,Deal II*LPG*3700KM*1Hand*Top Zustand
dacia,Dacia Duster,orange,11/2020,2020,19900,110,150,Schaltgetriebe,Benzin,,165 g/km,30000.0,TCe 150 4WD GPF Prestige*klima*360Kamera+VOLL
dacia,Dacia Duster,orange,08/2020,2020,14500,74,101,Schaltgetriebe,Autogas (LPG),"5,5 l/100 km",126 g/km,45170.0,II Comfort LPG
dacia,Dacia Duster,orange,09/2020,2020,18990,96,131,Schaltgetriebe,Benzin,"5,9 l/100 km",134 g/km,9880.0,ANNIVERSARY TCe 130 (KLIMAAUTO./SITZHZG.)
dacia,Dacia Duster,orange,06/2020,2020,17990,74,101,Schaltgetriebe,Benzin,"6,5 l/100 km",149 g/km,9000.0,II PRESTIGE  KeylessGo/ NAVI/ 360°Kamera
dacia,Dacia Duster,orange,11/2020,2020,19950,85,116,Schaltgetriebe,Diesel,"4,2 l/100 km",110 g/km,18700.0,dCi 2WD *1.HAND*NAVI*RFK*SHZ*PDC*LM''17*
dacia,Dacia Duster,orange,10/2020,2020,15990,74,101,Schaltgetriebe,Benzin,"5,5 l/100 km",126 g/km,39852.0,II Deal TCe 100 ECO-G 2WD
dacia,Dacia Duster,orange,01/2020,2020,18950,110,150,Schaltgetriebe,Benzin,,152 g/km,42598.0,Adventure TCe 150 4x2 GPF KAMERA NAVI
dacia,Dacia Duster,orange,10/2020,2020,15990,74,101,Schaltgetriebe,Autogas (LPG),"5,5 l/100 km",126 g/km,39852.0,II Deal TCe 100 ECO-G 2WD
dacia,Dacia Duster,orange,05/2020,2020,19750,96,131,Schaltgetriebe,Benzin,"5,9 l/100 km",134 g/km,13176.0,II Anniversary Nav Klima Temp Cam DAB SHZ
dacia,Dacia Duster,orange,10/2020,2020,16800,96,131,Schaltgetriebe,Benzin,"5,9 l/100 km",134 g/km,24046.0,II Prestige
dacia,Dacia Duster,gold,12/2020,2020,16895,74,101,Schaltgetriebe,Benzin,,149 g/km,38174.0,TCe 100 ECO-G 2WD Deal
dodge,Dodge RAM,beige,02/2020,2020,39199,295,401,Automatik,Benzin,,- (g/km),16300.0,PANORAMA~KAMERA~LEDER~16300KM~
dodge,Dodge Challenger,grau,06/2020,2020,31990,227,309,Automatik,Benzin,,- (g/km),15000.0,Automatik 3.6l V6 Widebody Kamera/SZH/Leder
dodge,Dodge RAM,grau,09/2020,2020,46900,295,401,Automatik,Autogas (LPG),,0 g/km,85719.0,"1500 4X4 US ARMY 5,7Crew Offroad LPG Carplay"
dodge,Dodge RAM,grau,11/2020,2020,63850,295,401,Automatik,Benzin,"14,8 l/100 km",325 g/km,54965.0,LARAMIE SPORT+CREW CAB+PRINS LPG+AHK+UNFALLFREI
dodge,Dodge RAM,grau,11/2020,2020,63850,295,401,Automatik,Autogas (LPG),"14,8 l/100 km",325 g/km,54965.0,LARAMIE SPORT+CREW CAB+PRINS LPG+AHK+UNFALLFREI
dodge,Dodge Challenger,grau,04/2020,2020,38950,280,381,Automatik,Benzin,"10,8 l/100 km",278 g/km,53000.0,5.7 V8 R/T Widebody NAVI Kamera Sensoren Leder
dodge,Dodge RAM,grau,12/2020,2020,50999,295,401,Automatik,Hybrid,,0 g/km,40700.0,1500 HEMI*CREW-CAB*LPG*HYBRID*
dodge,Dodge RAM,grau,03/2020,2020,40900,295,401,Automatik,Autogas (LPG),,0 g/km,30330.0,"1500 5,7 4x4 Crew Cab Leder LPG"
dodge,Dodge Durango,grau,07/2020,2020,48287,268,364,Automatik,Benzin,,- (g/km),69376.0,DURANGO V8 4X4*LEDER*AHK*LED*KEYLESS*KAMERA
dodge,Dodge RAM,grau,10/2020,2020,53900,295,401,Automatik,Benzin,,0 g/km,82430.0,"1500 5,7L Gen5 ´BuildtoServe´ LPG Crew Leder"
dodge,Dodge RAM,grau,08/2020,2020,46900,295,401,Automatik,Autogas (LPG),,0 g/km,43800.0,"1500 5,7L Gen5 Offroad Quad Cab LPG Leder"
dodge,Dodge RAM,grau,01/2020,2020,49900,295,401,Automatik,Autogas (LPG),,0 g/km,35437.0,"1500 5,7L Gen5 BigHorn LPG Crew Cab Leder"
dodge,Dodge RAM,grau,10/2020,2020,53900,295,401,Automatik,Autogas (LPG),,0 g/km,82430.0,"1500 5,7L Gen5 ´BuildtoServe´ LPG Crew Leder"
dodge,Dodge RAM,grau,03/2020,2020,61990,296,402,Automatik,Benzin,,- (g/km),49300.0,"Sport, 4x4 ,5.7 Hemi,CREW CAB"
dodge,Dodge Challenger,grau,10/2020,2020,32499,227,309,Automatik,Benzin,,- (g/km),64465.0,"3,6l GT  4x4* Widebody*Aut.20zoll*"
dodge,Dodge Durango,grau,03/2020,2020,52753,286,389,Automatik,Benzin,18 l/100 km,387 g/km,16495.0,"R/T 5,7l AWD*Navi*Leder*Xenon*RückCam*"
dodge,Dodge RAM,grau,11/2020,2020,72990,295,401,Automatik,Autogas (LPG),"14,3 l/100 km",328 g/km,14000.0,1500 LIMITED°GEN.5°BRD°LPG-PRINS°1.HAND°360°KAME
